source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,primaria,Universidad para mayores de 25 años .,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad para mayores de 25 años,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad para mayores de 40 años .,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad para mayores de 40 años,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad para mayores de 45 años .,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad para mayores de 45 años,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Autónoma de Madrid,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Cardenal Herrera,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Católica San Antonio de Murcia,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad CEU Fernando III,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad Complutense de Madrid,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
